customer_id,first_name,last_name,gender,email,phone,country,order_id
204,Jose,Hernandez,Male,jose.a.hernandez@rocketmail.com,602-643-7181,Brazil,392
205,Melissa,Scott,Female,mscott@ymail.com,763-954-0671,China,524
206,Sean,Scott,Male,s_s@rocketmail.com,813-350-4696,Portugal,80
207,Amber,Rivera,Female,amberrivera@rocketmail.com,606-543-6063,North Korea,773
208,Robert,Ward,Male,robert.e.ward79@aol.com,281-929-7892,France,74
209,Mateo,Lewis,Male,mateolewis26@aol.com,641-520-1467,Indonesia,399
210,Eric,Wright,Male,e.r.wright@outlook.com,804-533-7661,Philippines,879
211,Jack,Henderson,Male,jhenderson66@rocketmail.com,862-609-2221,Philippines,670
212,Aubrey,Anderson,Female,a_m_anderson@yahoo.com,347-098-2942,Portugal,634
213,Heather,Harris,Female,hr@yahoo.com,765-511-2724,Sweden,962
214,Benjamin,Thompson,Male,benjaminedwardthompson@ymail.com,347-979-6277,Sweden,310
215,Elizabeth,Sanders,Female,elizabeth_e_sanders@live.com,803-548-3953,China,236
216,Kelsey,James,Female,k_j_james@rocketmail.com,626-366-6483,Kazakhstan,617
217,Timothy,Simmons,Male,timothy@outlook.com,812-485-2737,Indonesia,440
218,Mary,Bailey,Female,m.g.bailey@aol.com,907-945-8849,China,181
219,Samantha,Johnson,Female,sjohnson@yahoo.com,336-255-2760,Sweden,709
220,Brianna,Bell,Female,brianna_m_bell@gmail.com,904-636-9060,Ecuador,68
221,Samuel,Clark,Male,s.f@yahoo.com,432-994-9580,Tanzania,655
222,Alexandra,Patterson,Female,a_patterson@gmail.com,848-458-4147,Bosnia and Herzegovina,40
223,Megan,Phillips,Female,mphillips47@ymail.com,331-390-7225,Indonesia,599
224,Lillian,Walker,Female,l.a@gmail.com,470-970-3037,China,658
225,Sophia,Phillips,Female,sophia.phillips@outlook.com,602-182-1028,Portugal,749
226,Victoria,Thompson,Female,v_thompson@hotmail.com,380-753-5874,Lithuania,614
227,Matthew,Patterson,Male,matthewraypatterson@gmail.com,720-733-7954,Bosnia and Herzegovina,418
228,Aubrey,Rivera,Female,a_rivera@gmail.com,612-931-6069,Mongolia,62
229,Owen,Wood,Male,owenalexander@outlook.com,724-709-6696,China,887
230,Layla,Sanders,Female,l_a_sanders@rocketmail.com,608-590-6266,Indonesia,930
231,Christina,White,Female,christinawhite84@yahoo.com,908-258-1636,Tanzania,321
232,Brian,Wood,Male,brian_michael_wood83@yahoo.com,619-431-1534,Czech Republic,921
233,Dylan,Bryant,Male,dbryant@hotmail.com,916-897-6741,Australia,1
234,Audrey,Garcia,Female,agarcia@live.com,808-612-5113,Ukraine,495
235,Dylan,Barnes,Male,d.d.barnes@yahoo.com,814-136-7445,Poland,182
236,Maria,Hall,Female,mariahall@rocketmail.com,201-227-3543,China,529
237,Lillian,White,Female,lillianjwhite@ymail.com,913-958-6800,Indonesia,847
238,Alyssa,Wood,Female,alyssawood3@hotmail.com,517-508-8892,Georgia,99
239,Jennifer,Thomas,Female,jenniferthomas@aol.com,615-775-2194,Philippines,58
240,Lauren,Hall,Female,l_m_hall42@yahoo.com,956-131-3280,China,725
241,Natalie,Hall,Female,n_hall@outlook.com,380-013-3758,Indonesia,24
242,Laura,Bailey,Female,laurag@gmail.com,641-583-5133,Palestinian Territory,195
243,David,Jenkins,Male,david_jenkins@gmail.com,937-717-2776,France,725
244,Rebecca,Brown,Female,rebeccabrown@gmail.com,240-959-1633,Colombia,780
245,Owen,Williams,Male,o_j_williams@hotmail.com,278-025-3738,Mauritius,510
246,Sofia,Coleman,Female,scoleman95@ymail.com,269-730-3546,Philippines,611
247,Timothy,Jenkins,Male,timothy.r.jenkins@live.com,843-186-9146,Mexico,302
248,Samantha,Johnson,Female,samantha_m_johnson@rocketmail.com,361-420-9965,China,438
249,Joshua,Coleman,Male,jlcoleman@yahoo.com,205-786-1748,China,210
250,Abigail,Sanders,Female,abigail_l_sanders@outlook.com,606-631-4426,Yemen,824
251,Justin,Stewart,Male,j_stewart@aol.com,602-971-0342,China,330
252,Kimberly,Kelly,Female,kimberly_g@hotmail.com,629-850-3023,Luxembourg,208
253,Kelsey,Lopez,Female,kelsey.sue.lopez@outlook.com,815-768-1608,Honduras,153
254,Grace,Richardson,Female,grace@hotmail.com,214-398-4501,Kenya,184
255,Olivia,Williams,Female,oliviawilliams@rocketmail.com,927-338-3376,Brazil,574
256,Aaron,Hayes,Male,aaroneugenehayes@hotmail.com,650-144-5807,Philippines,839
257,Michael,Howard,Male,michael@rocketmail.com,703-039-5985,Yemen,540
258,Kyle,Washington,Male,k.washington87@hotmail.com,720-810-6889,Latvia,503
259,Steven,Adams,Male,sj@aol.com,557-948-3120,Portugal,892
260,Natalie,Powell,Female,natalie.powell@rocketmail.com,303-934-1790,China,688
261,Courtney,Rivera,Female,courtney.rivera@outlook.com,479-052-0206,Bosnia and Herzegovina,909
262,Kevin,Barnes,Male,kevin.a.barnes55@ymail.com,732-349-9856,Russia,183
263,Joshua,Diaz,Male,joshua.diaz@outlook.com,679-304-6879,France,999
264,Alexis,Garcia,Female,a_m_garcia@aol.com,864-703-5989,Ukraine,763
265,Maria,Stewart,Female,mariastewart@outlook.com,563-280-2484,Philippines,303
266,Kayla,Torres,Female,ktorres@aol.com,817-632-8994,Malaysia,152
267,Andrew,Rodriguez,Male,a_j_rodriguez49@rocketmail.com,516-111-1267,United States,581
268,Amanda,Torres,Female,a_torres@aol.com,618-482-3010,China,828
269,Christopher,Bell,Male,c_bell41@hotmail.com,858-520-0425,Russia,291
270,Theodore,Rodriguez,Male,t_r_rodriguez@aol.com,262-040-1436,Ukraine,817
271,Sara,Reed,Female,s_g@ymail.com,480-419-3652,Mexico,936
272,Zachary,Davis,Male,zachary_robert_davis@yahoo.com,218-627-9466,Canada,600
273,Jonathan,Bryant,Male,jonathan_joseph_bryant@hotmail.com,740-945-8478,Philippines,469
274,Joseph,Watson,Male,jwatson@outlook.com,704-129-3526,Czech Republic,430
275,Taylor,Sanders,Female,t_j_sanders88@live.com,716-487-1941,Zimbabwe,607
276,Haley,Henderson,Female,haley.henderson@outlook.com,551-647-5984,Martinique,699
277,Andrew,Nelson,Male,andrewanelson@aol.com,610-683-2015,Poland,104
278,Christina,Robinson,Female,crobinson@outlook.com,912-689-2254,Greece,432
279,Jack,Murphy,Male,jackmurphy6@hotmail.com,920-293-2093,Malta,541
280,Alyssa,Young,Female,alyssa.nicole53@rocketmail.com,706-575-5817,Sweden,438
281,Ryan,Ramirez,Male,ryanramirez@live.com,216-602-1011,China,608
282,Eric,Diaz,Male,e_w_diaz@rocketmail.com,464-020-3737,Ukraine,200
283,Jasmine,Stewart,Female,jasmine.a.stewart@yahoo.com,901-708-3377,Bosnia and Herzegovina,398
284,Evelyn,Hall,Female,e.hall22@aol.com,843-262-2211,China,197
285,Haley,Evans,Female,h.f.evans@live.com,470-361-7481,Indonesia,707
286,Brittany,Scott,Female,brittany_faith_scott@hotmail.com,701-710-0376,China,616
287,Kevin,Lee,Male,k_t_lee@gmail.com,603-729-4789,Indonesia,356
288,Jose,Ross,Male,jose.ross@aol.com,651-513-6375,Portugal,830
289,Victoria,Baker,Female,v_l_baker@hotmail.com,610-441-1015,China,581
290,Maria,Cook,Female,maria.marie@gmail.com,850-390-5848,France,150
291,Abigail,Young,Female,abigail_jane@live.com,920-092-5557,Ukraine,924
292,Allison,Adams,Female,a.f.adams@outlook.com,316-405-4459,Indonesia,666
293,David,Flores,Male,d.flores@hotmail.com,630-418-6878,Saudi Arabia,67
294,Maria,Parker,Female,m_parker@outlook.com,760-547-9326,Russia,102
295,Joshua,Bailey,Male,jgbailey@hotmail.com,802-532-4912,Sweden,660
296,Lauren,Roberts,Female,lauren@ymail.com,409-479-4961,Portugal,466
297,Audrey,Ross,Female,audreydross@aol.com,508-676-2454,Russia,370
298,Brandon,Moore,Male,b.moore@live.com,608-099-4187,Indonesia,325
299,Lillian,Walker,Female,lillianmaewalker96@ymail.com,308-752-5129,New Zealand,861
300,Anthony,Powell,Male,a.powell@live.com,719-586-3070,Poland,595
301,Austin,Cox,Male,a.j.cox@gmail.com,209-083-3982,Micronesia,737
302,John,Collins,Male,j.collins@gmail.com,978-366-7489,France,597
303,Allison,Coleman,Female,allison.coleman@live.com,562-652-9747,Madagascar,225
304,Melissa,Collins,Female,melissa_collins@outlook.com,914-097-2729,Philippines,663
305,Samuel,Wood,Male,swood@gmail.com,323-635-7108,Paraguay,12
306,Rachel,Davis,Female,rachel.a.davis@hotmail.com,480-573-5298,Philippines,91
307,William,Bell,Male,william.bell@aol.com,957-265-7831,Netherlands,587
308,Daniel,Anderson,Male,danderson20@live.com,814-836-5108,Indonesia,81
309,Eleanor,Murphy,Female,eleanor.murphy@ymail.com,330-598-8736,Sweden,670
310,Jasmine,Adams,Female,jasmine_adams@hotmail.com,802-789-1789,Russia,483
311,Matthew,Rogers,Male,m.rogers@gmail.com,857-518-5386,Poland,879
312,Alexandra,Martinez,Female,almartinez@yahoo.com,915-778-1213,Indonesia,543
313,Abigail,Morgan,Female,a.morgan@live.com,952-709-8481,Portugal,841
314,Matthew,Rogers,Male,m.a@rocketmail.com,252-034-9245,China,679
315,Kelsey,Bailey,Female,kelsey@live.com,920-333-8509,China,43
316,Kevin,Rivera,Male,kevinallen@ymail.com,935-853-0874,Poland,760
317,Robert,Wright,Male,robert_l_wright27@ymail.com,951-669-2427,Panama,67
318,Andrew,Wood,Male,a_d_wood@ymail.com,442-840-3745,French Polynesia,135
319,Richard,Collins,Male,richardjcollins@aol.com,215-377-2900,China,997
320,Aubrey,Bailey,Female,aubreyjbailey@outlook.com,434-368-3348,Philippines,238
321,Abigail,Jenkins,Female,arjenkins@gmail.com,805-557-3219,Indonesia,122
322,Nathan,Washington,Male,nathanscottwashington@ymail.com,510-982-8725,Papua New Guinea,18
323,Kyle,Phillips,Male,k_a_phillips@ymail.com,617-683-0733,China,944
324,Zachary,Martinez,Male,zjmartinez@gmail.com,801-430-1511,China,698
325,Dylan,Anderson,Male,dylanray@hotmail.com,304-396-0394,Russia,349
326,Brittany,Alexander,Female,brittany.alexander@ymail.com,540-971-4693,Netherlands,789
327,Grace,Washington,Female,grace_washington@rocketmail.com,772-482-4655,China,302
328,Nicole,Bryant,Female,nfbryant@live.com,985-551-0071,Tunisia,92
329,Sofia,Miller,Female,s.miller@ymail.com,679-324-8634,Taiwan,804
330,Brittany,Collins,Female,brittany.kay.collins@hotmail.com,971-467-1501,Indonesia,243
331,Kimberly,Gonzales,Female,k.m.gonzales@outlook.com,920-199-7658,Democratic Republic of the Congo,332
332,Ava,Richardson,Female,ava.michelle.richardson@rocketmail.com,557-694-3769,France,224
333,John,Parker,Male,john_parker@live.com,786-116-7012,Indonesia,810
334,David,Washington,Male,d.washington@gmail.com,657-803-1595,Indonesia,89
335,Andrew,Patterson,Male,awpatterson58@rocketmail.com,435-754-1486,Brazil,853
336,Alyssa,Jackson,Female,alyssa.jackson@yahoo.com,835-168-9251,Ecuador,456
337,Michael,Sanders,Male,michaelsanders@ymail.com,351-450-4124,Colombia,383
338,Stephen,Wilson,Male,stephen_a_wilson@hotmail.com,303-918-1089,Brazil,402
339,Olivia,Phillips,Female,o.e.phillips@live.com,816-201-8345,Colombia,795
